,location,date,time,harassment_type,reported_by,description
5773,"Yokohama, Japan",2023-01-06,10:20:41,public_intoxication,victim,A disorderly individual was escorted away by authorities.
5774,"Indore, India",2020-03-29,17:17:45,sexual_assault,victim,The victim reported unwanted physical advances by the suspect.
5775,"Thane, India",2023-10-02,20:14:54,illegal_possession,non-victim,The victim reported unlawful items in a neighbor’s possession.
5776,"Gold Coast, Australia",2020-08-17,09:50:54,traffic_violation,victim,A suspect was fined for reckless driving.
5777,"Allahabad, India",2020-09-26,22:12:57,assault,non-victim,The victim was physically attacked in a public area.
5778,"Perth, Australia",2024-07-28,15:14:45,assault,victim,The victim sustained injuries after being assaulted by a stranger.
5779,"Chicago, USA",2021-08-21,18:31:32,kidnapping,non-victim,The victim was forcefully taken and held for ransom.
5780,"Leeds, UK",2021-11-13,21:09:24,arson,non-victim,The victim’s property was intentionally burned down.
5781,"Strasbourg, France",2022-07-09,14:28:29,vandalism,non-victim,Public property was defaced with graffiti and damage.
5782,"Meerut, India",2021-11-16,17:45:51,firearm_offense,victim,Gunshots were reported in a residential neighborhood.
5783,"Bhopal, India",2022-09-03,08:33:30,identity_theft,non-victim,A suspect was caught using someone else’s credentials illegally.
5784,"Coimbatore, India",2022-03-20,10:16:19,vehicle_stolen,victim,A suspect stole a car from a parking lot.
5785,"Osaka, Japan",2024-11-28,08:57:34,kidnapping,non-victim,A child was abducted near a school by an unknown suspect.
5786,"Nice, France",2021-02-13,05:31:56,drug_offense,victim,A suspect was caught selling illegal substances in the area.
5787,"Delhi, India",2021-03-14,10:58:21,kidnapping,victim,The victim was forcefully taken and held for ransom.
5788,"Delhi, India",2021-05-31,00:04:48,arson,non-victim,The victim’s property was intentionally burned down.
5789,"Chicago, USA",2024-06-24,05:25:45,robbery,non-victim,A suspect threatened the victim and stole their belongings.
5790,"Adelaide, Australia",2022-03-10,06:05:35,robbery,victim,A store was robbed at gunpoint late at night.
5791,"Delhi, India",2022-01-31,20:06:45,identity_theft,non-victim,The victim’s personal details were used to open fake bank accounts.
5792,"Tokyo, Japan",2020-01-06,19:45:21,shoplifting,victim,Store security apprehended an individual for shoplifting.
5793,"San Jose, USA",2024-05-30,06:32:59,extortion,victim,A suspect blackmailed a businessman for protection fees.
5794,"Visakhapatnam, India",2021-09-05,20:29:37,domestic_violence,victim,The victim suffered emotional and physical abuse over months.
5795,"Mumbai, India",2023-11-18,17:39:14,illegal_possession,non-victim,The victim reported unlawful items in a neighbor’s possession.
5796,"Strasbourg, France",2022-08-19,22:36:57,assault,non-victim,The victim was physically attacked in a public area.
5797,"Philadelphia, USA",2022-06-29,00:24:34,illegal_possession,victim,Police confiscated unauthorized materials from the suspect.
5798,"Kalyan-Dombivli, India",2023-06-21,13:25:14,sexual_assault,non-victim,A suspect was arrested for inappropriate behavior towards a minor.
5799,"Tokyo, Japan",2023-10-17,18:25:24,traffic_violation,victim,A driver was caught speeding in a restricted area.
5800,"Sheffield, UK",2021-08-08,23:24:53,vandalism,victim,The victim’s home was vandalized overnight by unknown individuals.
5801,"Tokyo, Japan",2020-06-30,12:26:55,vandalism,victim,Public property was defaced with graffiti and damage.
5802,"Delhi, India",2021-07-18,19:57:16,assault,non-victim,The victim sustained injuries after being assaulted by a stranger.
5803,"Los Angeles, USA",2025-01-14,23:56:06,public_intoxication,victim,The suspect was found heavily drunk and creating a scene.
5804,"Coimbatore, India",2023-01-05,13:31:31,shoplifting,non-victim,Store security apprehended an individual for shoplifting.
5805,"Meerut, India",2021-08-06,03:16:25,vehicle_stolen,victim,Authorities recovered a stolen vehicle from a hidden location.
5806,"Allahabad, India",2021-01-20,14:54:41,vehicle_stolen,victim,The victim’s motorcycle was taken while parked outside a store.
5807,"Thane, India",2021-09-18,22:31:23,illegal_possession,non-victim,A suspect was arrested for possessing illegal substances.
5808,"Varanasi, India",2022-03-09,15:47:36,arson,non-victim,An unknown suspect ignited a vehicle in a parking lot.
5809,"Edinburgh, UK",2020-08-02,06:20:06,homicide,victim,The victim was fatally attacked by an unknown suspect.
5810,"Adelaide, Australia",2023-12-11,16:11:07,firearm_offense,victim,Gunshots were reported in a residential neighborhood.
5811,"Canberra, Australia",2023-10-05,13:33:11,homicide,victim,"A body was discovered at the crime scene, leading to an investigation."
5812,"Kalyan-Dombivli, India",2024-08-16,22:02:20,identity_theft,victim,An individual’s identity was stolen for online fraud.
5813,"Gwalior, India",2021-11-08,05:15:37,kidnapping,non-victim,The victim was forcefully taken and held for ransom.
5814,"Ahmedabad, India",2020-02-28,04:06:27,vandalism,non-victim,A suspect was caught damaging parked vehicles in the area.
5815,"Glasgow, UK",2024-04-07,16:31:13,illegal_possession,victim,A suspect was arrested for possessing illegal substances.
5816,"Logan City, Australia",2021-07-14,20:06:34,public_intoxication,victim,A disorderly individual was escorted away by authorities.
5817,"Nashik, India",2021-07-14,10:14:10,public_intoxication,victim,The suspect was found heavily drunk and creating a scene.
5818,"Gwalior, India",2023-05-15,02:06:08,homicide,victim,A suspect was arrested in connection with a murder case.
5819,"Agra, India",2020-07-18,10:59:55,burglary,victim,A suspect broke into the victim's house and stole valuables.
5820,"Bordeaux, France",2021-08-22,01:47:11,assault,victim,The victim was physically attacked in a public area.
5821,"San Antonio, USA",2022-01-26,10:03:54,burglary,victim,Burglars were caught on CCTV entering a local business at night.
5822,"Nagoya, Japan",2023-05-14,10:27:51,counterfeiting,victim,The suspect was caught selling counterfeit goods online.
5823,"Edinburgh, UK",2021-12-12,16:48:05,arson,victim,An unknown suspect ignited a vehicle in a parking lot.
5824,"Dhanbad, India",2020-05-15,19:34:29,burglary,non-victim,Burglars were caught on CCTV entering a local business at night.
5825,"Philadelphia, USA",2020-07-18,03:48:53,extortion,non-victim,A suspect blackmailed a businessman for protection fees.
5826,"Navi Mumbai, India",2024-07-07,23:59:43,counterfeiting,non-victim,A large batch of fake identification documents was seized.
5827,"Nantes, France",2023-12-14,22:14:16,public_intoxication,non-victim,The suspect was found heavily drunk and creating a scene.
5828,"Raipur, India",2022-02-24,19:29:00,robbery,non-victim,A store was robbed at gunpoint late at night.
5829,"Ghaziabad, India",2023-05-16,21:35:57,assault,victim,A suspect punched and kicked the victim during an altercation.
5830,"Vijayawada, India",2024-08-10,18:13:27,extortion,non-victim,The victim was coerced into handing over valuable property.
5831,"Solapur, India",2020-02-22,15:45:06,domestic_violence,victim,The victim reported repeated physical abuse at home.
5832,"Ludhiana, India",2024-09-14,20:12:30,drug_offense,non-victim,An individual was found in possession of narcotics during a search.
5833,"Navi Mumbai, India",2022-08-21,21:00:04,domestic_violence,non-victim,A suspect was arrested for assaulting their spouse.
5834,"Saitama, Japan",2024-07-28,10:47:52,counterfeiting,non-victim,A large batch of fake identification documents was seized.
5835,"Meerut, India",2024-06-29,09:49:55,homicide,non-victim,A suspect was arrested in connection with a murder case.
5836,"Navi Mumbai, India",2022-05-03,21:45:48,extortion,non-victim,The victim was coerced into handing over valuable property.
5837,"Nantes, France",2020-02-12,22:41:03,public_intoxication,non-victim,The suspect was found heavily drunk and creating a scene.
5838,"Hyderabad, India",2022-06-12,18:42:42,public_intoxication,non-victim,An intoxicated person caused a disturbance in a public place.
5839,"Chicago, USA",2024-07-17,12:25:25,traffic_violation,victim,A suspect was fined for reckless driving.
5840,"Ghaziabad, India",2023-12-19,04:18:57,cybercrime,non-victim,Personal data was stolen through an online scam.
5841,"Lyon, France",2021-09-29,22:31:37,drug_offense,non-victim,An individual was found in possession of narcotics during a search.
5842,"Lyon, France",2021-02-02,02:46:49,arson,victim,"A building was deliberately set on fire, causing significant damage."
5843,"Nagpur, India",2021-01-10,05:23:14,kidnapping,non-victim,Police rescued an individual who had been kidnapped for days.
5844,"Sheffield, UK",2024-07-28,04:00:26,arson,victim,"A building was deliberately set on fire, causing significant damage."
5845,"Ranchi, India",2023-04-03,10:09:35,vehicle_stolen,non-victim,The victim’s motorcycle was taken while parked outside a store.
5846,"Wollongong, Australia",2021-10-13,03:04:16,assault,victim,A suspect punched and kicked the victim during an altercation.
5847,"Osaka, Japan",2022-10-26,04:54:40,sexual_assault,non-victim,The victim reported unwanted physical advances by the suspect.
5848,"Cardiff, UK",2021-01-31,20:59:59,vandalism,non-victim,Public property was defaced with graffiti and damage.
5849,"Kalyan-Dombivli, India",2021-05-09,08:15:10,domestic_violence,non-victim,A suspect was arrested for assaulting their spouse.
5850,"Chennai, India",2023-12-26,19:03:26,drug_offense,victim,An individual was found in possession of narcotics during a search.
5851,"Manchester, UK",2021-01-06,08:33:30,drug_offense,non-victim,Police seized a large quantity of banned drugs.
5852,"Agra, India",2023-01-12,15:25:44,extortion,victim,A suspect blackmailed a businessman for protection fees.
5853,"Jodhpur, India",2023-03-07,04:07:17,cybercrime,victim,A phishing email tricked the victim into revealing bank details.
5854,"Madurai, India",2020-11-10,02:15:14,fraud,victim,The victim was scammed into transferring money to a fake account.
5855,"Osaka, Japan",2021-11-30,20:57:52,kidnapping,victim,Police rescued an individual who had been kidnapped for days.
5856,"Toulouse, France",2023-03-10,13:21:51,extortion,non-victim,The victim was coerced into handing over valuable property.
5857,"Hyderabad, India",2022-09-23,23:08:50,illegal_possession,victim,The victim reported unlawful items in a neighbor’s possession.
5858,"San Jose, USA",2022-08-30,10:18:08,shoplifting,non-victim,The victim’s business suffered repeated theft incidents.
5859,"Manchester, UK",2024-09-05,09:12:00,burglary,victim,The victim reported unauthorized entry into their apartment.
5860,"Nashik, India",2022-05-07,20:29:46,cybercrime,victim,Personal data was stolen through an online scam.
5861,"Varanasi, India",2020-02-26,01:45:34,arson,non-victim,The victim’s property was intentionally burned down.
5862,"Nantes, France",2020-02-11,21:58:07,kidnapping,non-victim,The victim was forcefully taken and held for ransom.
5863,"San Jose, USA",2023-01-11,18:28:41,vandalism,victim,Public property was defaced with graffiti and damage.
5864,"Paris, France",2022-03-15,22:32:54,drug_offense,victim,Police seized a large quantity of banned drugs.
5865,"Adelaide, Australia",2020-07-04,10:53:55,firearm_offense,non-victim,Police arrested an individual for illegal firearm possession.
5866,"Melbourne, Australia",2022-07-06,04:07:16,domestic_violence,non-victim,The victim reported repeated physical abuse at home.
5867,"Aurangabad, India",2022-09-04,21:32:09,burglary,non-victim,A suspect broke into the victim's house and stole valuables.
5868,"Montpellier, France",2023-04-22,19:24:18,arson,victim,An unknown suspect ignited a vehicle in a parking lot.
5869,"Houston, USA",2025-01-21,21:51:41,cybercrime,non-victim,The victim’s social media account was hacked and misused.
5870,"Logan City, Australia",2021-06-20,22:10:28,vandalism,non-victim,The victim’s home was vandalized overnight by unknown individuals.
5871,"Jabalpur, India",2021-03-30,04:44:07,firearm_offense,non-victim,Police arrested an individual for illegal firearm possession.
5872,"San Diego, USA",2021-11-12,23:18:28,robbery,victim,The victim was attacked and had their wallet taken by force.
5873,"Surat, India",2020-05-08,00:11:51,robbery,non-victim,The victim was attacked and had their wallet taken by force.
5874,"Toulouse, France",2023-09-23,05:49:21,cybercrime,non-victim,The victim’s social media account was hacked and misused.
5875,"Faridabad, India",2022-08-24,13:43:59,cybercrime,victim,A phishing email tricked the victim into revealing bank details.
5876,"Kawasaki, Japan",2022-09-06,23:34:20,sexual_assault,victim,The victim reported unwanted physical advances by the suspect.
5877,"Bhopal, India",2024-05-02,03:56:20,assault,non-victim,The victim sustained injuries after being assaulted by a stranger.
5878,"Strasbourg, France",2023-01-13,17:50:13,traffic_violation,non-victim,A suspect was fined for reckless driving.
5879,"Birmingham, UK",2025-01-06,06:48:29,assault,non-victim,The victim was physically attacked in a public area.
5880,"Los Angeles, USA",2024-02-11,17:39:51,arson,victim,The victim’s property was intentionally burned down.
